Title,Description,Link
"Phillipsburg herald (Phillipsburg, Kan.), March 18, 1897",,https://www.loc.gov/item/sn85029677/1897-03-18/ed-1/
"Phillipsburg herald (Phillipsburg, Kan.), May 27, 1897",,https://www.loc.gov/item/sn85029677/1897-05-27/ed-1/
"Phillipsburg herald (Phillipsburg, Kan.), October 22, 1896",,https://www.loc.gov/item/sn85029677/1896-10-22/ed-1/
"Phillipsburg herald (Phillipsburg, Kan.), February 22, 1894",,https://www.loc.gov/item/sn85029677/1894-02-22/ed-1/
"Phillipsburg herald (Phillipsburg, Kan.), December 22, 1898",,https://www.loc.gov/item/sn85029677/1898-12-22/ed-1/
"Phillipsburg herald (Phillipsburg, Kan.), November 2, 1899",,https://www.loc.gov/item/sn85029677/1899-11-02/ed-1/
"Phillipsburg herald (Phillipsburg, Kan.), February 22, 1900",,https://www.loc.gov/item/sn85029677/1900-02-22/ed-1/
"Phillipsburg herald (Phillipsburg, Kan.), April 26, 1900",,https://www.loc.gov/item/sn85029677/1900-04-26/ed-1/
"The Bamberg herald (Bamberg, S.C.), May 19, 1910",,https://www.loc.gov/item/sn86063790/1910-05-19/ed-1/
"The Bamberg herald (Bamberg, S.C.), July 14, 1910",,https://www.loc.gov/item/sn86063790/1910-07-14/ed-1/
"Dodge City times (Dodge City, Kan.), July 30, 1885",,https://www.loc.gov/item/sn84029838/1885-07-30/ed-1/
"The Globe-republican (Dodge City, Kan.), November 12, 1896",,https://www.loc.gov/item/sn84029853/1896-11-12/ed-1/
"The Globe-republican (Dodge City, Kan.), December 24, 1896",,https://www.loc.gov/item/sn84029853/1896-12-24/ed-1/
"The Globe-republican (Dodge City, Kan.), December 31, 1896",,https://www.loc.gov/item/sn84029853/1896-12-31/ed-1/
"The Globe-republican (Dodge City, Kan.), July 14, 1898",,https://www.loc.gov/item/sn84029853/1898-07-14/ed-1/
"The Globe-republican (Dodge City, Kan.), June 22, 1899",,https://www.loc.gov/item/sn84029853/1899-06-22/ed-1/
"The Globe-republican (Dodge City, Kan.), September 14, 1899",,https://www.loc.gov/item/sn84029853/1899-09-14/ed-1/
"The Globe-republican (Dodge City, Kan.), October 5, 1899",,https://www.loc.gov/item/sn84029853/1899-10-05/ed-1/
"The Globe-republican (Dodge City, Kan.), October 26, 1899",,https://www.loc.gov/item/sn84029853/1899-10-26/ed-1/
"The Globe-republican (Dodge City, Kan.), October 10, 1895",,https://www.loc.gov/item/sn84029853/1895-10-10/ed-1/
"The Globe-republican (Dodge City, Kan.), October 17, 1895",,https://www.loc.gov/item/sn84029853/1895-10-17/ed-1/
"Barbour County index (Medicine Lodge, Kan.), December 22, 1886",,https://www.loc.gov/item/sn82015080/1886-12-22/ed-1/
"Barbour County index (Medicine Lodge, Kan.), May 11, 1887",,https://www.loc.gov/item/sn82015080/1887-05-11/ed-1/
"The county record (Kingstree, S.C.), November 17, 1898",,https://www.loc.gov/item/sn93067841/1898-11-17/ed-1/
"The Iola register (Iola, Kan.), January 31, 1896",,https://www.loc.gov/item/sn83040340/1896-01-31/ed-1/
"The watchman and southron (Sumter, S.C.), June 29, 1898",,https://www.loc.gov/item/sn93067846/1898-06-29/ed-1/
"The watchman and southron (Sumter, S.C.), June 8, 1904",,https://www.loc.gov/item/sn93067846/1904-06-08/ed-1/
"The watchman and southron (Sumter, S.C.), October 5, 1904",,https://www.loc.gov/item/sn93067846/1904-10-05/ed-1/
"The watchman and southron (Sumter, S.C.), November 29, 1905",,https://www.loc.gov/item/sn93067846/1905-11-29/ed-1/
"The watchman and southron (Sumter, S.C.), October 8, 1910",,https://www.loc.gov/item/sn93067846/1910-10-08/ed-1/
"The watchman and southron (Sumter, S.C.), June 10, 1911",,https://www.loc.gov/item/sn93067846/1911-06-10/ed-1/
"The Anderson intelligencer (Anderson Court House, S.C.), December 13, 1899",,https://www.loc.gov/item/sn84026965/1899-12-13/ed-1/
"The Anderson intelligencer (Anderson Court House, S.C.), October 7, 1880",,https://www.loc.gov/item/sn84026965/1880-10-07/ed-2/
"The Anderson intelligencer (Anderson Court House, S.C.), November 18, 1880",,https://www.loc.gov/item/sn84026965/1880-11-18/ed-2/
"The Anderson intelligencer (Anderson Court House, S.C.), March 24, 1881",,https://www.loc.gov/item/sn84026965/1881-03-24/ed-2/
"The Anderson intelligencer (Anderson Court House, S.C.), June 9, 1881",,https://www.loc.gov/item/sn84026965/1881-06-09/ed-2/
"The Anderson intelligencer (Anderson Court House, S.C.), August 25, 1881",,https://www.loc.gov/item/sn84026965/1881-08-25/ed-1/
"The Anderson intelligencer (Anderson Court House, S.C.), September 8, 1881",,https://www.loc.gov/item/sn84026965/1881-09-08/ed-1/
"The Anderson intelligencer (Anderson Court House, S.C.), March 16, 1882",,https://www.loc.gov/item/sn84026965/1882-03-16/ed-1/
"The Anderson intelligencer (Anderson Court House, S.C.), March 23, 1882",,https://www.loc.gov/item/sn84026965/1882-03-23/ed-1/
"The Anderson intelligencer (Anderson Court House, S.C.), April 19, 1877",,https://www.loc.gov/item/sn84026965/1877-04-19/ed-2/
"The Anderson intelligencer (Anderson Court House, S.C.), May 3, 1877",,https://www.loc.gov/item/sn84026965/1877-05-03/ed-2/
"The Anderson intelligencer (Anderson Court House, S.C.), May 10, 1877",,https://www.loc.gov/item/sn84026965/1877-05-10/ed-2/
"The Anderson intelligencer (Anderson Court House, S.C.), June 14, 1877",,https://www.loc.gov/item/sn84026965/1877-06-14/ed-2/
"The Anderson intelligencer (Anderson Court House, S.C.), February 21, 1878",,https://www.loc.gov/item/sn84026965/1878-02-21/ed-2/
"The Anderson intelligencer (Anderson Court House, S.C.), April 11, 1878",,https://www.loc.gov/item/sn84026965/1878-04-11/ed-2/
"The evening world (New York, N.Y.), January 12, 1893, (EXTRA 2 O'CLOCK)",,https://www.loc.gov/item/sn83030193/1893-01-12/ed-1/
"The evening world (New York, N.Y.), February 2, 1893, (EXTRA 2 O'CLOCK)",,https://www.loc.gov/item/sn83030193/1893-02-02/ed-1/
"The evening world (New York, N.Y.), August 4, 1890, (BASEBALL EXTRA)",,https://www.loc.gov/item/sn83030193/1890-08-04/ed-4/
"The evening world (New York, N.Y.), August 5, 1890, (LAST EDITION)",,https://www.loc.gov/item/sn83030193/1890-08-05/ed-2/
"The evening world (New York, N.Y.), August 6, 1890, (BASEBALL EXTRA)",,https://www.loc.gov/item/sn83030193/1890-08-06/ed-7/
"The evening world (New York, N.Y.), August 9, 1890, (EXTRA 10.30 A.M.)",,https://www.loc.gov/item/sn83030193/1890-08-09/ed-1/
"The evening world (New York, N.Y.), August 9, 1890, (EXTRA)",,https://www.loc.gov/item/sn83030193/1890-08-09/ed-2/
"The evening world (New York, N.Y.), August 15, 1890, (LAST EDITION)",,https://www.loc.gov/item/sn83030193/1890-08-15/ed-2/
"The evening world (New York, N.Y.), August 25, 1890, (LAST EDITION)",,https://www.loc.gov/item/sn83030193/1890-08-25/ed-2/
"The evening world (New York, N.Y.), August 27, 1890, (EXTRA 2 O'CLOCK)",,https://www.loc.gov/item/sn83030193/1890-08-27/ed-1/
"The evening world (New York, N.Y.), August 28, 1890, (LAST EDITION)",,https://www.loc.gov/item/sn83030193/1890-08-28/ed-2/
"The evening world (New York, N.Y.), October 16, 1890, (EXTRA 2 O'CLOCK)",,https://www.loc.gov/item/sn83030193/1890-10-16/ed-2/
"The evening world (New York, N.Y.), October 28, 1890, (EXTRA 2 O'CLOCK)",,https://www.loc.gov/item/sn83030193/1890-10-28/ed-1/
"The evening world (New York, N.Y.), September 5, 1890, (EXTRA 2 O'CLOCK)",,https://www.loc.gov/item/sn83030193/1890-09-05/ed-1/
"The evening world (New York, N.Y.), September 12, 1890, (5 O'CLOCK SPECIAL)",,https://www.loc.gov/item/sn83030193/1890-09-12/ed-3/
"The evening world (New York, N.Y.), November 22, 1890, (LAST EDITION)",,https://www.loc.gov/item/sn83030193/1890-11-22/ed-2/
"The evening world (New York, N.Y.), November 26, 1890, (EXTRA)",,https://www.loc.gov/item/sn83030193/1890-11-26/ed-3/
"The evening world (New York, N.Y.), November 28, 1890, (SPORTING EXTRA)",,https://www.loc.gov/item/sn83030193/1890-11-28/ed-3/
"The evening world (New York, N.Y.), November 29, 1890, (SPORTING EXTRA)",,https://www.loc.gov/item/sn83030193/1890-11-29/ed-3/
"The evening world (New York, N.Y.), December 4, 1890, (SPORTING EXTRA)",,https://www.loc.gov/item/sn83030193/1890-12-04/ed-3/
"The evening world (New York, N.Y.), November 11, 1890, (SPORTING EXTRA)",,https://www.loc.gov/item/sn83030193/1890-11-11/ed-3/
"The evening world (New York, N.Y.), April 29, 1891, (EXTRA 2 O'CLOCK)",,https://www.loc.gov/item/sn83030193/1891-04-29/ed-1/
"The evening world (New York, N.Y.), May 4, 1891, (5 O'CLOCK SPECIAL)",,https://www.loc.gov/item/sn83030193/1891-05-04/ed-3/
"The evening world (New York, N.Y.), June 5, 1891, (LAST EDITION)",,https://www.loc.gov/item/sn83030193/1891-06-05/ed-2/
"The evening world (New York, N.Y.), June 6, 1891, (BASEBALL EXTRA)",,https://www.loc.gov/item/sn83030193/1891-06-06/ed-4/
"New-York daily tribune (New-York [N.Y.]), August 31, 1847",,https://www.loc.gov/item/sn83030213/1847-08-31/ed-1/
"New-York daily tribune (New-York [N.Y.]), November 11, 1847",,https://www.loc.gov/item/sn83030213/1847-11-11/ed-1/
"New-York daily tribune (New-York [N.Y.]), May 14, 1847",,https://www.loc.gov/item/sn83030213/1847-05-14/ed-1/
"New-York daily tribune (New-York [N.Y.]), May 15, 1847",,https://www.loc.gov/item/sn83030213/1847-05-15/ed-1/
"New-York daily tribune (New-York [N.Y.]), May 21, 1847",,https://www.loc.gov/item/sn83030213/1847-05-21/ed-1/
"New-York daily tribune (New-York [N.Y.]), June 11, 1847",,https://www.loc.gov/item/sn83030213/1847-06-11/ed-1/
"New-York daily tribune (New-York [N.Y.]), August 5, 1847",,https://www.loc.gov/item/sn83030213/1847-08-05/ed-1/
"New-York daily tribune (New-York [N.Y.]), March 4, 1848",,https://www.loc.gov/item/sn83030213/1848-03-04/ed-1/
"New-York daily tribune (New-York [N.Y.]), April 3, 1848",,https://www.loc.gov/item/sn83030213/1848-04-03/ed-1/
"New-York daily tribune (New-York [N.Y.]), February 6, 1850",,https://www.loc.gov/item/sn83030213/1850-02-06/ed-1/
"New-York daily tribune (New-York [N.Y.]), February 12, 1850",,https://www.loc.gov/item/sn83030213/1850-02-12/ed-1/
"New-York daily tribune (New-York [N.Y.]), February 16, 1850",,https://www.loc.gov/item/sn83030213/1850-02-16/ed-1/
"New-York daily tribune (New-York [N.Y.]), February 21, 1850",,https://www.loc.gov/item/sn83030213/1850-02-21/ed-1/
"New-York daily tribune (New-York [N.Y.]), February 23, 1850",,https://www.loc.gov/item/sn83030213/1850-02-23/ed-1/
"New-York daily tribune (New-York [N.Y.]), January 10, 1850",,https://www.loc.gov/item/sn83030213/1850-01-10/ed-1/
"New-York daily tribune (New-York [N.Y.]), January 16, 1850",,https://www.loc.gov/item/sn83030213/1850-01-16/ed-1/
"New-York daily tribune (New-York [N.Y.]), August 9, 1848",,https://www.loc.gov/item/sn83030213/1848-08-09/ed-1/
"New-York daily tribune (New-York [N.Y.]), October 6, 1849",,https://www.loc.gov/item/sn83030213/1849-10-06/ed-1/
"New-York daily tribune (New-York [N.Y.]), October 13, 1849",,https://www.loc.gov/item/sn83030213/1849-10-13/ed-1/
"New-York daily tribune (New-York [N.Y.]), May 2, 1850",,https://www.loc.gov/item/sn83030213/1850-05-02/ed-1/
"New-York daily tribune (New-York [N.Y.]), February 9, 1848",,https://www.loc.gov/item/sn83030213/1848-02-09/ed-1/
"New-York daily tribune (New-York [N.Y.]), January 24, 1849",,https://www.loc.gov/item/sn83030213/1849-01-24/ed-1/
"The Washington herald (Washington, D.C.), August 3, 1917",,https://www.loc.gov/item/sn83045433/1917-08-03/ed-1/
"The Washington herald (Washington, D.C.), September 24, 1918",,https://www.loc.gov/item/sn83045433/1918-09-24/ed-1/
"New-York daily tribune (New-York [N.Y.]), April 2, 1850",,https://www.loc.gov/item/sn83030213/1850-04-02/ed-1/
"Not guilty. A drama, in four acts.",Also available in digital form.,https://www.loc.gov/item/41041729/
"Notice sur M. Littré, sa vie et ses travaux,","""Préface"" [au Dictionnaire de la langue française] : p. [59]-107. Also available in digital form.",https://www.loc.gov/item/11018553/
Numbers & letters;,Also available in digital form.,https://www.loc.gov/item/09000962/
Observations introductory to a work on English etymology.,Also available in digital form.,https://www.loc.gov/item/11007510/
New York city.,Also available in digital form. Also available in digital form.,https://www.loc.gov/item/21026473/
"Milky White: a domestic drama in two acts,",Also available in digital form. Also available in digital form.,https://www.loc.gov/item/17006637/
"Memoir of Hon. Reuel Williams, prepared for the Maine Historical Society.",Also available in digital form. Also available in digital form.,https://www.loc.gov/item/14001306/
Sketches of an excursion to southern Alaska,Cover title. Also available in digital form on the Library of Congress Web site. Also available in digital form.,https://www.loc.gov/item/82215398/
"Kalendarium hortense: or, The gard'ners almanac, directing what he is to do monthly throughout the year. And what fruits and flowers are in prime.","English Short Title Catalogue (ESTC), R243 Library of Congress. Lessing J. Rosenwald collection, 1532 Includes index. Also available in digital form on the Library of Congress Web site. LC copy: Ex libris Howard C. Levis. LAC brd 2019-01-02 update (1 card) LAC ddw 2022-03-03 update (1 card)",https://www.loc.gov/item/54000137/
"Captain Comstock, U. S. M. C.",Also available in digital form.,https://www.loc.gov/item/23012442/
"Her harvest,",Poems. Also available in digital form.,https://www.loc.gov/item/23012592/
Amateur's dog book;,Also available in digital form.,https://www.loc.gov/item/06007401/
"An analytical key to some of the common, wild and cultivated species of flowering plants,",Also available in digital form.,https://www.loc.gov/item/00006191/
"Ancient Sinope, an historical account with a prosopographia sinopensis and an appendix of inscriptions","Reprinted from American journal of philology, vol. XXVII, no.2-3. The appendix is reprinted from the American journal of archaeology, 2d ser. Journal of the Archaeological institute of America, vol. IX (1905) no. 3. Also available in digital form.",https://www.loc.gov/item/07038857/
Adventures while preaching the gospel of beauty,Also available in digital form.,https://www.loc.gov/item/68127115/
"Adolphe Quetelet as statistician,","Thesis (PH. D.)--Columbia University, 1908. Vita. Reprinted from Studies in history, economics and public law, edited by the Faculty of Political Science of Columbia University, vol. 31, no. 4. Bibliographical foot-notes. ""Bibliographical note"": p. 134. Also available in digital form.",https://www.loc.gov/item/08033013/
Adventures while preaching the gospel of beauty.,Also available in digital form.,https://www.loc.gov/item/23026579/
"Andvari's ring,",Also available in digital form.,https://www.loc.gov/item/16025216/
Airedale breeders' hand book.,Also available in digital form.,https://www.loc.gov/item/17004735/
Alexandre's compendium;,Also available in digital form.,https://www.loc.gov/item/01031404/
Afternoons [essays and talks],Also available in digital form.,https://www.loc.gov/item/10024914/
"The bard of Mary Redcliffe,",Also available in digital form.,https://www.loc.gov/item/10009728/
The art of investing.,Also available in digital form.,https://www.loc.gov/item/06038209/
Angling in the lakes of northern Illinois; how and where to fish them.,Also available in digital form.,https://www.loc.gov/item/12021576/
"Ballads: romantic, fantastical, and humorous.","Includes translations: ""Elegy on the Cardinal Borromeo"" freely tr. from the Latin of J. Crichton's ""Epicedium illustrissimi ... Cardinalis Caroli Boromaei"", Milan, 1584; ""Congratulatory address to Gaspar Visconti"" freely tr. from the Latin of J. Crichton's ""Ad ... Gasparem Vicecomitem ... gratulatio"", Milan, 1584. Also available in digital form.",https://www.loc.gov/item/14022241/
"Chicago daily tribune (Chicago, Ill.), January 11, 1875",,https://www.loc.gov/item/sn84031492/1875-01-11/ed-1/
"Chicago daily tribune (Chicago, Ill.), April 17, 1862",,https://www.loc.gov/item/sn84031490/1862-04-17/ed-1/
"Chicago tribune (Chicago, Ill.), October 14, 1865",,https://www.loc.gov/item/sn82014064/1865-10-14/ed-1/
"Chicago tribune (Chicago, Ill.), August 22, 1866",,https://www.loc.gov/item/sn82014064/1866-08-22/ed-1/
"Chicago tribune (Chicago, Ill.), March 19, 1866",,https://www.loc.gov/item/sn82014064/1866-03-19/ed-1/
"Chicago tribune (Chicago, Ill.), January 31, 1866",,https://www.loc.gov/item/sn82014064/1866-01-31/ed-1/
"Chicago tribune (Chicago, Ill.), August 20, 1866",,https://www.loc.gov/item/sn82014064/1866-08-20/ed-1/
"Chicago tribune (Chicago, Ill.), March 21, 1866",,https://www.loc.gov/item/sn82014064/1866-03-21/ed-1/
"Chicago tribune (Chicago, Ill.), March 27, 1866",,https://www.loc.gov/item/sn82014064/1866-03-27/ed-1/
"Chicago tribune (Chicago, Ill.), March 31, 1866",,https://www.loc.gov/item/sn82014064/1866-03-31/ed-1/
"Chicago tribune (Chicago, Ill.), April 14, 1866",,https://www.loc.gov/item/sn82014064/1866-04-14/ed-1/
"Chicago tribune (Chicago, Ill.), April 23, 1866",,https://www.loc.gov/item/sn82014064/1866-04-23/ed-1/
"Chicago tribune (Chicago, Ill.), April 29, 1866",,https://www.loc.gov/item/sn82014064/1866-04-29/ed-1/
"Chicago tribune (Chicago, Ill.), June 1, 1866",,https://www.loc.gov/item/sn82014064/1866-06-01/ed-1/
"Chicago tribune (Chicago, Ill.), June 4, 1866",,https://www.loc.gov/item/sn82014064/1866-06-04/ed-1/
"Chicago tribune (Chicago, Ill.), June 21, 1866",,https://www.loc.gov/item/sn82014064/1866-06-21/ed-1/
"Chicago tribune (Chicago, Ill.), June 26, 1866",,https://www.loc.gov/item/sn82014064/1866-06-26/ed-1/
"Chicago daily tribune (Chicago, Ill.), May 4, 1864",,https://www.loc.gov/item/sn84031490/1864-05-04/ed-1/
"Chicago daily tribune (Chicago, Ill.), May 6, 1864",,https://www.loc.gov/item/sn84031490/1864-05-06/ed-1/
"Chicago daily tribune (Chicago, Ill.), May 7, 1864",,https://www.loc.gov/item/sn84031490/1864-05-07/ed-1/
"Chicago daily tribune (Chicago, Ill.), May 9, 1864",,https://www.loc.gov/item/sn84031490/1864-05-09/ed-1/
"Chicago tribune (Chicago, Ill.), June 18, 1865",,https://www.loc.gov/item/sn82014064/1865-06-18/ed-1/
"Chicago tribune (Chicago, Ill.), June 23, 1865",,https://www.loc.gov/item/sn82014064/1865-06-23/ed-1/
"Chicago tribune (Chicago, Ill.), January 13, 1865",,https://www.loc.gov/item/sn82014064/1865-01-13/ed-1/
"Chicago tribune (Chicago, Ill.), January 24, 1865",,https://www.loc.gov/item/sn82014064/1865-01-24/ed-1/
"The news and herald (Winnsboro, S.C.), April 2, 1895",,https://www.loc.gov/item/sn93067705/1895-04-02/ed-1/
"The news and herald (Winnsboro, S.C.), May 7, 1895",,https://www.loc.gov/item/sn93067705/1895-05-07/ed-1/
"The news and herald (Winnsboro, S.C.), August 14, 1894",,https://www.loc.gov/item/sn93067705/1894-08-14/ed-1/
"The news and herald (Winnsboro, S.C.), March 3, 1900",,https://www.loc.gov/item/sn93067705/1900-03-03/ed-1/
"The news and herald (Winnsboro, S.C.), March 8, 1900",,https://www.loc.gov/item/sn93067705/1900-03-08/ed-1/
"The news and herald (Winnsboro, S.C.), March 16, 1899",,https://www.loc.gov/item/sn93067705/1899-03-16/ed-1/
"The news and herald (Winnsboro, S.C.), April 13, 1899",,https://www.loc.gov/item/sn93067705/1899-04-13/ed-1/
"The Fairfield herald (Winnsboro, S.C.), October 22, 1873",,https://www.loc.gov/item/sn84026923/1873-10-22/ed-1/
"The Fairfield herald (Winnsboro, S.C.), January 7, 1874",,https://www.loc.gov/item/sn84026923/1874-01-07/ed-1/
"The Fairfield herald (Winnsboro, S.C.), February 18, 1874",,https://www.loc.gov/item/sn84026923/1874-02-18/ed-1/
"People's voice (Wellington, Kan.), March 3, 1899",,https://www.loc.gov/item/sn85032801/1899-03-03/ed-1/
"The Fairfield herald (Winnsboro, S.C.), July 5, 1876",,https://www.loc.gov/item/sn84026923/1876-07-05/ed-1/
"The Fairfield herald (Winnsboro, S.C.), August 30, 1876",,https://www.loc.gov/item/sn84026923/1876-08-30/ed-1/
"The Fairfield herald (Winnsboro, S.C.), September 22, 1875",,https://www.loc.gov/item/sn84026923/1875-09-22/ed-1/
"The Fairfield herald (Winnsboro, S.C.), October 27, 1875",,https://www.loc.gov/item/sn84026923/1875-10-27/ed-1/
"The Fairfield herald (Winnsboro, S.C.), January 26, 1876",,https://www.loc.gov/item/sn84026923/1876-01-26/ed-1/
"The news and herald (Winnsboro, S.C.), November 7, 1878",,https://www.loc.gov/item/sn93067705/1878-11-07/ed-1/
"Kansas agitator (Garnett, Kan.), November 3, 1890",,https://www.loc.gov/item/sn83040052/1890-11-03/ed-1/
"Kansas agitator (Garnett, Kan.), December 8, 1890",,https://www.loc.gov/item/sn83040052/1890-12-08/ed-1/
"Kansas agitator (Garnett, Kan.), December 15, 1890",,https://www.loc.gov/item/sn83040052/1890-12-15/ed-1/
"Kansas agitator (Garnett, Kan.), December 22, 1890",,https://www.loc.gov/item/sn83040052/1890-12-22/ed-1/
"Kansas agitator (Garnett, Kan.), February 2, 1891",,https://www.loc.gov/item/sn83040052/1891-02-02/ed-1/
"Kansas agitator (Garnett, Kan.), February 9, 1891",,https://www.loc.gov/item/sn83040052/1891-02-09/ed-1/
"Kansas agitator (Garnett, Kan.), February 24, 1891",,https://www.loc.gov/item/sn83040052/1891-02-24/ed-1/
"Kansas agitator (Garnett, Kan.), April 21, 1891",,https://www.loc.gov/item/sn83040052/1891-04-21/ed-1/
"The Washington times (Washington [D.C.]), October 17, 1912, (LAST EDITION)",,https://www.loc.gov/item/sn84026749/1912-10-17/ed-1/
"The Washington times (Washington [D.C.]), November 25, 1918, (FINAL EDITION)",,https://www.loc.gov/item/sn84026749/1918-11-25/ed-1/
"The Washington times (Washington [D.C.]), November 28, 1918, (FINAL EDITION)",,https://www.loc.gov/item/sn84026749/1918-11-28/ed-1/
"The Washington times (Washington [D.C.]), August 1, 1918, (FINAL EDITION)",,https://www.loc.gov/item/sn84026749/1918-08-01/ed-1/
"The evening times (Washington, D.C.), May 30, 1899",,https://www.loc.gov/item/sn84024441/1899-05-30/ed-1/
"The times (Washington [D.C.]), January 28, 1899",,https://www.loc.gov/item/sn85054468/1899-01-28/ed-1/
"The times (Washington [D.C.]), June 16, 1899",,https://www.loc.gov/item/sn85054468/1899-06-16/ed-1/
"The evening times (Washington, D.C.), March 18, 1899",,https://www.loc.gov/item/sn84024441/1899-03-18/ed-1/
"The Washington times (Washington [D.C.]), December 24, 1913, (LAST AND HOME EDITION)",,https://www.loc.gov/item/sn84026749/1913-12-24/ed-1/
"The Washington herald (Washington, D.C.), February 26, 1915",,https://www.loc.gov/item/sn83045433/1915-02-26/ed-1/
"The Washington herald (Washington, D.C.), November 30, 1915",,https://www.loc.gov/item/sn83045433/1915-11-30/ed-1/
"The Washington herald (Washington, D.C.), November 15, 1913",,https://www.loc.gov/item/sn83045433/1913-11-15/ed-1/
"The Washington herald (Washington, D.C.), October 22, 1913",,https://www.loc.gov/item/sn83045433/1913-10-22/ed-1/
"The National tribune (Washington, D.C.), July 7, 1887",,https://www.loc.gov/item/sn82016187/1887-07-07/ed-1/
"The National tribune (Washington, D.C.), October 27, 1887",,https://www.loc.gov/item/sn82016187/1887-10-27/ed-1/
"The evening times (Washington, D.C.), January 30, 1899",,https://www.loc.gov/item/sn84024441/1899-01-30/ed-1/
"New-York tribune (New York [N.Y.]), February 2, 1872",,https://www.loc.gov/item/sn83030214/1872-02-02/ed-1/
"The Washington times (Washington [D.C.]), May 30, 1915, (SUNDAY EVENING EDITION)",,https://www.loc.gov/item/sn84026749/1915-05-30/ed-1/
"The Washington times (Washington [D.C.]), February 2, 1915, (HOME EDITION)",,https://www.loc.gov/item/sn84026749/1915-02-02/ed-1/
"The Washington times (Washington [D.C.]), March 8, 1915, (HOME EDITION)",,https://www.loc.gov/item/sn84026749/1915-03-08/ed-1/
"The Washington times (Washington [D.C.]), October 28, 1912, (LAST EDITION)",,https://www.loc.gov/item/sn84026749/1912-10-28/ed-1/
"The Washington times (Washington [D.C.]), July 23, 1916, (SUNDAY EVENING EDITION)",,https://www.loc.gov/item/sn84026749/1916-07-23/ed-1/
"The Washington times (Washington [D.C.]), September 2, 1916, (HOME EDITION)",,https://www.loc.gov/item/sn84026749/1916-09-02/ed-1/
"The Washington times (Washington [D.C.]), December 31, 1912, (LAST EDITION)",,https://www.loc.gov/item/sn84026749/1912-12-31/ed-1/
"The Washington times (Washington [D.C.]), January 7, 1913, (LAST EDITION)",,https://www.loc.gov/item/sn84026749/1913-01-07/ed-1/
"Observations upon the grammatical structure and use of the Umbundu or the language of the inhabitants of Bailundu and Bihe, and other countries of West Central Africa.",Also available in digital form.,https://www.loc.gov/item/35032603/
"Memoir read before the Historical society of the state of New-York, December 31,1816.",Also available in digital form.,https://www.loc.gov/item/01016030/
"Luzena Stanley Wilson, '49er : memories recalled years later for her daughter Correnah Wilson Wright","Luzena Wilson (b. ca. 1821) came to California from Missouri with her husband and two children in 1849. The family first settled in Sacramento, where they kept a hotel. After the Sacrameto flood of 1849, they moved to a mining camp, where Mrs. Wilson ran another hotel until 1851, when the Wilsons journeyed to their new farm near modern Vacaville. Luzena Stanley Wilson, '49er...",https://www.loc.gov/item/37008794/
Electric welding as applied to steel ship construction;,Also available in digital form.,https://www.loc.gov/item/20023274/
"Good health for girls and boys,",Also available in digital form.,https://www.loc.gov/item/22016540/
"Half-true stories for little folks of just the right age,",Also available in digital form.,https://www.loc.gov/item/16022426/
"Adventures on the high trail,",Also available in digital form.,https://www.loc.gov/item/23011261/
The analysis of mental functions ...,Also available in digital form.,https://www.loc.gov/item/18000416/
"The administration of village and consolidated schools,","""References"" at end of each chapter. Also available in digital form.",https://www.loc.gov/item/20004558/
Anecdotes nouvelles; lectures faciles et amusantes et récitations à l'usage des classes de français ...,Also available in digital form.,https://www.loc.gov/item/12038300/
"Analytical mechanics for students of physics and engineering,",Also available in digital form.,https://www.loc.gov/item/13003254/
The American woman's league and the People's university.,Also available in digital form.,https://www.loc.gov/item/unk80013581/
The American kennel and sporting field.,Also available in digital form.,https://www.loc.gov/item/12023575/
Always in trouble;,Also available in digital form.,https://www.loc.gov/item/33023098/
Anecdotes nouvelles. Lectures faciles et amusantes et récitations à l'usage des classes de français...,Also available in digital form.,https://www.loc.gov/item/16003236/
Address and proceedings of the Democratic state convention.,Also available in digital form.,https://www.loc.gov/item/10020773/
"At the library table,","""Three of the papers in this volume have been privately printed."" Also available in digital form.",https://www.loc.gov/item/09032660/
"Ballads,",Also available in digital form.,https://www.loc.gov/item/12039150/
"Banjo talks,",Partly reprinted from various periodicals. Also available in digital form.,https://www.loc.gov/item/05032345/
"Anthroponomy; or, the spiritual and physical law of man.",Also available in digital form.,https://www.loc.gov/item/10027072/
The auto-Christ (self-anointed),Also available in digital form.,https://www.loc.gov/item/00000533/
"Areal's imagination,",Also available in digital form.,https://www.loc.gov/item/00003547/
"The art of story-teller,",Also available in digital form.,https://www.loc.gov/item/15024518/
"The art of story-telling,","""List of books"": p. 210-234. Also available in digital form.",https://www.loc.gov/item/15025557/
"Beers shorthand: a system of light line phonography,",Also available in digital form.,https://www.loc.gov/item/19018617/
"Rohwer relocator (McGehee, Ark.), October 7, 1945",,https://www.loc.gov/item/sn82016476/1945-10-07/ed-1/
"Official daily press bulletin (Poston, Ariz.), August 19, 1942",,https://www.loc.gov/item/sn83025332/1942-08-19/ed-1/
"Granada pioneer (Amache, Colo.), August 16, 1944",,https://www.loc.gov/item/sn83025522/1944-08-16/ed-1/
"Granada pioneer (Amache, Colo.), August 23, 1944",,https://www.loc.gov/item/sn83025522/1944-08-23/ed-1/
"Santa Anita pacemaker (Santa Anita, Calif), June 24, 1942",,https://www.loc.gov/item/sn83025574/1942-06-24/ed-1/
"Santa Anita pacemaker (Santa Anita, Calif), July 11, 1942",,https://www.loc.gov/item/sn83025574/1942-07-11/ed-1/
